0.009000000000000001,-50,-70,-55,94.378
0.01,-50,-70,-55,88.472
0.011,-50,-70,-55,83.222
0.012,-50,-70,-55,78.523
0.013000000000000001,-50,-70,-55,74.347
0.014,-50,-70,-55,70.565
0.015,-50,-70,-55,64.171
0.016,-50,-70,-55,61.286
0.017,-50,-70,-55,56.338
0.018000000000000002,-50,-70,-55,50.268
0.019,-50,-70,-55,45.363
0.02,-50,-70,-55,40.161
0.021,-50,-70,-55,35.094
0.022,-50,-70,-55,29.774
0.023,-50,-70,-55,23.695
0.024,-50,-70,-55,17.253
0.005,-49,-70,-55,94.504
0.006,-49,-70,-55,88.591
0.007,-49,-70,-55,83.389
0.008,-49,-70,-55,83.333
0.009000000000000001,-49,-70,-55,78.629
0.01,-49,-70,-55,74.447
0.011,-49,-70,-55,70.659
0.012,-49,-70,-55,64.257
0.013000000000000001,-49,-70,-55,61.409
0.014,-49,-70,-55,56.49
0.015,-49,-70,-55,52.279
0.016,-49,-70,-55,48.583
0.017,-49,-70,-55,44.029
0.018000000000000002,-49,-70,-55,40.214
0.019,-49,-70,-55,35.164
0.02,-49,-70,-55,30.529
0.021,-49,-70,-55,26.0
0.022,-49,-70,-55,20.59
0.023,-49,-70,-55,14.685
0.001,-48,-70,-55,94.694
0.002,-48,-70,-55,88.71
0.003,-48,-70,-55,88.65
0.004,-48,-70,-55,83.445
0.005,-48,-70,-55,78.788
0.006,-48,-70,-55,78.735
0.007,-48,-70,-55,74.547
0.008,-48,-70,-55,70.755
0.009000000000000001,-48,-70,-55,67.404
0.01,-48,-70,-55,61.533
0.011,-48,-70,-55,58.961
0.012,-48,-70,-55,54.362
0.013000000000000001,-48,-70,-55,50.471
0.014,-48,-70,-55,47.094
0.015,-48,-70,-55,44.088
0.016,-48,-70,-55,40.268
0.017,-48,-70,-55,36.12
0.018000000000000002,-48,-70,-55,32.0
0.019,-48,-70,-55,27.551
0.02,-48,-70,-55,23.406
0.021,-48,-70,-55,18.672
0.022,-48,-70,-55,13.105
0.0,-47,-70,-55,88.769
0.001,-47,-70,-55,83.501
0.002,-47,-70,-55,78.841
0.003,-47,-70,-55,74.697
0.004,-47,-70,-55,74.647
0.005,-47,-70,-55,70.85
0.006,-47,-70,-55,67.495
0.007,-47,-70,-55,64.386
0.008,-47,-70,-55,61.533
0.009000000000000001,-47,-70,-55,56.604
0.01,-47,-70,-55,54.399
0.011,-47,-70,-55,50.505
0.012,-47,-70,-55,47.126
0.013000000000000001,-47,-70,-55,44.147
0.014,-47,-70,-55,40.323
0.015,-47,-70,-55,37.124
0.016,-47,-70,-55,32.765
0.017,-47,-70,-55,29.352
0.018000000000000002,-47,-70,-55,25.58
0.019,-47,-70,-55,21.985
0.02,-47,-70,-55,17.526
0.021,-47,-70,-55,12.397
0.0,-46,-70,-55,78.947
0.001,-46,-70,-55,74.697
0.002,-46,-70,-55,71.0
0.003,-46,-70,-55,67.586
0.004,-46,-70,-55,64.473
0.005,-46,-70,-55,61.658
0.006,-46,-70,-55,59.079
0.007,-46,-70,-55,56.642
0.008,-46,-70,-55,52.455
0.009000000000000001,-46,-70,-55,50.539
0.01,-46,-70,-55,47.157
0.011,-46,-70,-55,44.206
0.012,-46,-70,-55,40.377
0.013000000000000001,-46,-70,-55,38.178
0.014,-46,-70,-55,34.413
0.015,-46,-70,-55,31.334
0.016,-46,-70,-55,27.626
0.017,-46,-70,-55,24.291
0.018000000000000002,-46,-70,-55,20.675
0.019,-46,-70,-55,16.89
0.02,-46,-70,-55,12.303
