0.0,-50,-70,-55,90.12
0.001,-50,-70,-55,84.45
0.002,-50,-70,-55,84.337
0.003,-50,-70,-55,79.268
0.004,-50,-70,-55,79.161
0.005,-50,-70,-55,74.798
0.006,-50,-70,-55,74.697
0.007,-50,-70,-55,70.755
0.008,-50,-70,-55,70.565
0.009000000000000001,-50,-70,-55,66.982
0.01,-50,-70,-55,63.915
0.011,-50,-70,-55,60.811
0.012,-50,-70,-55,58.155
0.013000000000000001,-50,-70,-55,55.479
0.014,-50,-70,-55,53.206
0.015,-50,-70,-55,49.248
0.016,-50,-70,-55,47.325
0.017,-50,-70,-55,44.236
0.018000000000000002,-50,-70,-55,40.161
0.019,-50,-70,-55,36.685
0.02,-50,-70,-55,32.922
0.021,-50,-70,-55,29.126
0.022,-50,-70,-55,25.105
0.023,-50,-70,-55,20.436
0.024,-50,-70,-55,15.043
0.0,-49,-70,-55,79.376
0.001,-49,-70,-55,75.0
0.002,-49,-70,-55,74.899
0.003,-49,-70,-55,70.946
0.004,-49,-70,-55,70.85
0.005,-49,-70,-55,67.164
0.006,-49,-70,-55,64.085
0.007,-49,-70,-55,61.058
0.008,-49,-70,-55,60.976
0.009000000000000001,-49,-70,-55,58.311
0.01,-49,-70,-55,55.632
0.011,-49,-70,-55,53.352
0.012,-49,-70,-55,49.383
0.013000000000000001,-49,-70,-55,47.521
0.014,-49,-70,-55,44.474
0.015,-49,-70,-55,41.494
0.016,-49,-70,-55,38.988
0.017,-49,-70,-55,35.664
0.018000000000000002,-49,-70,-55,33.012
0.019,-49,-70,-55,29.248
0.02,-49,-70,-55,25.678
0.021,-49,-70,-55,22.297
0.022,-49,-70,-55,18.024
0.023,-49,-70,-55,12.95
0.0,-48,-70,-55,71.042
0.001,-48,-70,-55,67.439
0.002,-48,-70,-55,64.257
0.003,-48,-70,-55,64.171
0.004,-48,-70,-55,61.141
0.005,-48,-70,-55,58.546
0.006,-48,-70,-55,58.468
0.007,-48,-70,-55,56.0
0.008,-48,-70,-55,53.498
0.009000000000000001,-48,-70,-55,51.44
0.01,-48,-70,-55,47.936
0.011,-48,-70,-55,46.185
0.012,-48,-70,-55,43.033
0.013000000000000001,-48,-70,-55,40.486
0.014,-48,-70,-55,38.153
0.015,-48,-70,-55,36.0
0.016,-48,-70,-55,33.103
0.017,-48,-70,-55,30.161
0.018000000000000002,-48,-70,-55,26.934
0.019,-48,-70,-55,23.438
0.02,-48,-70,-55,20.298
0.021,-48,-70,-55,16.416
0.022,-48,-70,-55,11.503
0.0,-47,-70,-55,64.343
0.001,-47,-70,-55,61.224
0.002,-47,-70,-55,58.625
0.003,-47,-70,-55,56.225
0.004,-47,-70,-55,56.15
0.005,-47,-70,-55,53.645
0.006,-47,-70,-55,51.582
0.007,-47,-70,-55,49.587
0.008,-47,-70,-55,47.936
0.009000000000000001,-47,-70,-55,44.655
0.01,-47,-70,-55,43.092
0.011,-47,-70,-55,40.541
0.012,-47,-70,-55,38.204
0.013000000000000001,-47,-70,-55,36.096
0.014,-47,-70,-55,33.195
0.015,-47,-70,-55,30.864
0.016,-47,-70,-55,27.542
0.017,-47,-70,-55,24.965
0.018000000000000002,-47,-70,-55,22.118
0.019,-47,-70,-55,19.041
0.02,-47,-70,-55,15.328
0.021,-47,-70,-55,11.013
0.0,-46,-70,-55,58.704
0.001,-46,-70,-55,56.225
0.002,-46,-70,-55,54.0
0.003,-46,-70,-55,51.931
0.004,-46,-70,-55,49.933
0.005,-46,-70,-55,48.128
0.006,-46,-70,-55,46.371
0.007,-46,-70,-55,44.715
0.008,-46,-70,-55,42.0
0.009000000000000001,-46,-70,-55,40.595
0.01,-46,-70,-55,38.255
0.011,-46,-70,-55,36.193
0.012,-46,-70,-55,33.287
0.013000000000000001,-46,-70,-55,31.601
0.014,-46,-70,-55,28.886
0.015,-46,-70,-55,26.567
0.016,-46,-70,-55,23.571
0.017,-46,-70,-55,20.979
0.018000000000000002,-46,-70,-55,18.17
0.019,-46,-70,-55,14.915
0.02,-46,-70,-55,10.949
